identity_id,expected_looks,expected_sex,editorial_ethnicity,split,image_id,relative_path,filename,timestamp,outcome,refusal_reason,model_raw,bp,cv,sex,sex_conf,sex_source,reliability
tekashi-6ix9ine,4.0,m,latino,validation,tekashi-6ix9ine/4.jpg,images/roster/tekashi-6ix9ine/4.jpg,4.jpg,2026-08-18T11:01:25.367Z,scored,,1.989,2.19,2.19,m,98%,model,
tekashi-6ix9ine,4.0,m,latino,validation,tekashi-6ix9ine/5.jpg,images/roster/tekashi-6ix9ine/5.jpg,5.jpg,2026-08-18T11:01:25.749Z,scored,,2.563,4.13,4.13,m,95%,model,
the-weeknd,6.0,m,black,train,the-weeknd/1.jpg,images/roster/the-weeknd/1.jpg,1.jpg,2026-08-18T11:01:26.110Z,scored,,3.299,6.24,6.24,m,100%,model,
the-weeknd,6.0,m,black,train,the-weeknd/2.jpg,images/roster/the-weeknd/2.jpg,2.jpg,2026-08-18T11:01:26.407Z,scored,,3.843,6.86,6.86,m,100%,model,
the-weeknd,6.0,m,black,train,the-weeknd/3.jpg,images/roster/the-weeknd/3.jpg,3.jpg,2026-08-18T11:01:26.710Z,scored,,2.996,5.86,5.86,m,100%,model,
the-weeknd,6.0,m,black,train,the-weeknd/4.jpg,images/roster/the-weeknd/4.jpg,4.jpg,2026-08-18T11:01:27.048Z,scored,,3.264,6.20,6.20,m,100%,model,
the-weeknd,6.0,m,black,train,the-weeknd/5.jpg,images/roster/the-weeknd/5.jpg,5.jpg,2026-08-18T11:01:27.386Z,scored,,3.907,6.98,6.98,m,100%,model,
tifa-lockhart,9.5,f,other,train,tifa-lockhart/1.jpg,images/roster/tifa-lockhart/1.jpg,1.jpg,2026-08-18T11:01:27.717Z,scored,,3.414,6.35,6.35,f,100%,model,non-standard framing (head turned (~21°); head tilted sideways (~18°)) — scored on your override; expect a rougher read.
tifa-lockhart,9.5,f,other,train,tifa-lockhart/2.jpg,images/roster/tifa-lockhart/2.jpg,2.jpg,2026-08-18T11:01:28.053Z,refused,This angle is too far off to measure — head turned (~28°); head tilted sideways (~21°). Retake facing the camera square-on.,,,,,,,
tifa-lockhart,9.5,f,other,train,tifa-lockhart/3.jpg,images/roster/tifa-lockhart/3.jpg,3.jpg,2026-08-18T11:01:28.737Z,scored,,2.756,5.11,5.11,f,100%,model,non-standard framing (head turned (~18°); head tilted sideways (~17°)) — scored on your override; expect a rougher read.
tifa-lockhart,9.5,f,other,train,tifa-lockhart/4.jpg,images/roster/tifa-lockhart/4.jpg,4.jpg,2026-08-18T11:01:29.067Z,scored,,3.839,6.85,6.85,f,100%,model,non-standard framing (head turned (~20°); head tilted sideways (~11°)) — scored on your override; expect a rougher read.
tifa-lockhart,9.5,f,other,train,tifa-lockhart/5.jpg,images/roster/tifa-lockhart/5.jpg,5.jpg,2026-08-18T11:01:29.375Z,refused,This angle is too far off to measure — head turned (~22°); head tilted sideways (~27°). Retake facing the camera square-on.,,,,,,,
tila-tequila,5.0,f,east-asian,train,tila-tequila/3.jpg,images/roster/tila-tequila/3.jpg,3.jpg,2026-08-18T11:01:30.051Z,scored,,3.421,6.36,6.36,f,100%,model,"small/distant face (~68px of real detail) — score is rougher than a tight, sharp headshot."
tila-tequila,5.0,f,east-asian,train,tila-tequila/4.jpg,images/roster/tila-tequila/4.jpg,4.jpg,2026-08-18T11:01:30.354Z,scored,,3.286,6.22,6.22,f,100%,model,"small/distant face (~63px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read."
tila-tequila,5.0,f,east-asian,train,tila-tequila/5.jpg,images/roster/tila-tequila/5.jpg,5.jpg,2026-08-18T11:01:30.663Z,scored,,3.546,6.47,6.47,f,100%,model,
tila-tequila,5.0,f,east-asian,train,tila-tequila/6.jpg,images/roster/tila-tequila/6.jpg,6.jpg,2026-08-18T11:01:31.074Z,scored,,3.418,6.35,6.35,f,100%,model,
tila-tequila,5.0,f,east-asian,train,tila-tequila/7.jpg,images/roster/tila-tequila/7.jpg,7.jpg,2026-08-18T11:01:31.502Z,scored,,3.469,6.40,6.40,f,100%,model,non-standard framing (head turned (~19°); head tilted sideways (~17°)) — scored on your override; expect a rougher read.
timothee-chalamet,8.5,m,white,train,timothee-chalamet/1.jpg,images/roster/timothee-chalamet/1.jpg,1.jpg,2026-08-18T11:01:31.902Z,scored,,4.135,7.75,7.75,m,100%,model,
timothee-chalamet,8.5,m,white,train,timothee-chalamet/2.jpg,images/roster/timothee-chalamet/2.jpg,2.jpg,2026-08-18T11:01:32.228Z,scored,,4.285,8.49,8.49,m,100%,model,
timothee-chalamet,8.5,m,white,train,timothee-chalamet/3.jpg,images/roster/timothee-chalamet/3.jpg,3.jpg,2026-08-18T11:01:32.656Z,scored,,4.273,8.41,8.41,m,100%,model,
timothee-chalamet,8.5,m,white,train,timothee-chalamet/4.jpg,images/roster/timothee-chalamet/4.jpg,4.jpg,2026-08-18T11:01:33.094Z,scored,,4.523,9.69,9.69,m,98%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
timothee-chalamet,8.5,m,white,train,timothee-chalamet/5.jpg,images/roster/timothee-chalamet/5.jpg,5.jpg,2026-08-18T11:01:33.444Z,scored,,4.057,7.47,7.47,m,100%,model,
tom-brady,8.0,m,white,validation,tom-brady/2.jpg,images/roster/tom-brady/2.jpg,2.jpg,2026-08-18T11:01:33.831Z,scored,,3.262,6.20,6.20,m,100%,model,non-standard framing (head tilted sideways (~15°)) — scored on your override; expect a rougher read.
tom-brady,8.0,m,white,validation,tom-brady/3.jpg,images/roster/tom-brady/3.jpg,3.jpg,2026-08-18T11:01:34.203Z,refused,This angle is too far off to measure — head turned (~41°). Retake facing the camera square-on.,,,,,,,
tom-brady,8.0,m,white,validation,tom-brady/4.jpg,images/roster/tom-brady/4.jpg,4.jpg,2026-08-18T11:01:34.870Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
tom-brady,8.0,m,white,validation,tom-brady/5.jpg,images/roster/tom-brady/5.jpg,5.jpg,2026-08-18T11:01:35.576Z,scored,,3.684,6.63,6.63,m,100%,model,
tom-cruise,8.7,m,white,validation,tom-cruise/1.jpg,images/roster/tom-cruise/1.jpg,1.jpg,2026-08-18T11:01:35.883Z,scored,,2.873,5.59,5.59,m,99%,model,
tom-cruise,8.7,m,white,validation,tom-cruise/2.jpg,images/roster/tom-cruise/2.jpg,2.jpg,2026-08-18T11:01:36.184Z,scored,,2.950,5.78,5.78,m,100%,model,non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read.
tom-cruise,8.7,m,white,validation,tom-cruise/3.jpg,images/roster/tom-cruise/3.jpg,3.jpg,2026-08-18T11:01:36.525Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
tom-cruise,8.7,m,white,validation,tom-cruise/4.jpg,images/roster/tom-cruise/4.jpg,4.jpg,2026-08-18T11:01:37.184Z,refused,This angle is too far off to measure — head turned (~42°); head tilted sideways (~17°). Retake facing the camera square-on.,,,,,,,
tonya-harding,4.0,f,white,holdout,tonya-harding/1.jpg,images/roster/tonya-harding/1.jpg,1.jpg,2026-08-18T11:01:37.873Z,scored,,2.921,5.72,5.72,f,100%,model,
tonya-harding,4.0,f,white,holdout,tonya-harding/3.jpg,images/roster/tonya-harding/3.jpg,3.jpg,2026-08-18T11:01:38.195Z,scored,,2.685,4.72,4.72,f,100%,model,
tonya-harding,4.0,f,white,holdout,tonya-harding/4.jpg,images/roster/tonya-harding/4.jpg,4.jpg,2026-08-18T11:01:38.517Z,refused,This angle is too far off to measure — head turned (~28°); head tilted sideways (~13°). Retake facing the camera square-on.,,,,,,,
tonya-harding,4.0,f,white,holdout,tonya-harding/5.jpg,images/roster/tonya-harding/5.jpg,5.jpg,2026-08-18T11:01:39.232Z,scored,,2.878,5.61,5.61,f,100%,model,
travis-kelce,7.0,m,white,validation,travis-kelce/1.jpg,images/roster/travis-kelce/1.jpg,1.jpg,2026-08-18T11:01:39.546Z,scored,,3.183,6.12,6.12,m,100%,model,
travis-kelce,7.0,m,white,validation,travis-kelce/2.jpg,images/roster/travis-kelce/2.jpg,2.jpg,2026-08-18T11:01:39.855Z,scored,,3.149,6.08,6.08,m,100%,model,non-standard framing (head turned (~21°); head tilted sideways (~24°)) — scored on your override; expect a rougher read.
travis-kelce,7.0,m,white,validation,travis-kelce/3.jpg,images/roster/travis-kelce/3.jpg,3.jpg,2026-08-18T11:01:40.167Z,scored,,3.841,6.86,6.86,m,100%,model,
travis-kelce,7.0,m,white,validation,travis-kelce/4.jpg,images/roster/travis-kelce/4.jpg,4.jpg,2026-08-18T11:01:40.482Z,scored,,3.214,6.15,6.15,m,100%,model,
travis-kelce,7.0,m,white,validation,travis-kelce/5.jpg,images/roster/travis-kelce/5.jpg,5.jpg,2026-08-18T11:01:40.831Z,scored,,3.226,6.17,6.17,m,100%,model,
trisha-paytas,5.0,f,white,train,trisha-paytas/1.jpg,images/roster/trisha-paytas/1.jpg,1.jpg,2026-08-18T11:01:41.167Z,scored,,2.880,5.61,5.61,f,99%,model,
trisha-paytas,5.0,f,white,train,trisha-paytas/2.jpg,images/roster/trisha-paytas/2.jpg,2.jpg,2026-08-18T11:01:41.476Z,scored,,3.391,6.33,6.33,f,100%,model,
trisha-paytas,5.0,f,white,train,trisha-paytas/3.jpg,images/roster/trisha-paytas/3.jpg,3.jpg,2026-08-18T11:01:41.811Z,scored,,2.907,5.68,5.68,f,100%,model,
trisha-paytas,5.0,f,white,train,trisha-paytas/4.jpg,images/roster/trisha-paytas/4.jpg,4.jpg,2026-08-18T11:01:42.138Z,scored,,2.842,5.50,5.50,f,100%,model,"small/distant face (~106px of real detail) — score is rougher than a tight, sharp headshot."
trisha-paytas,5.0,f,white,train,trisha-paytas/5.jpg,images/roster/trisha-paytas/5.jpg,5.jpg,2026-08-18T11:01:42.497Z,scored,,3.578,6.50,6.50,f,100%,model,
triss-merigold,8.5,f,white,train,triss-merigold/1.jpg,images/roster/triss-merigold/1.jpg,1.jpg,2026-08-18T11:01:42.817Z,scored,,3.307,6.24,6.24,f,100%,model,non-standard framing (head turned (~22°); head tilted sideways (~23°)) — scored on your override; expect a rougher read.
triss-merigold,8.5,f,white,train,triss-merigold/2.jpg,images/roster/triss-merigold/2.jpg,2.jpg,2026-08-18T11:01:43.132Z,scored,,2.954,5.79,5.79,f,100%,model,non-standard framing (head turned (~25°); head tilted sideways (~16°)) — scored on your override; expect a rougher read.
triss-merigold,8.5,f,white,train,triss-merigold/3.jpg,images/roster/triss-merigold/3.jpg,3.jpg,2026-08-18T11:01:43.499Z,scored,,3.783,6.76,6.76,f,100%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
triss-merigold,8.5,f,white,train,triss-merigold/4.jpg,images/roster/triss-merigold/4.jpg,4.jpg,2026-08-18T11:01:43.896Z,refused,This angle is too far off to measure — head turned (~26°). Retake facing the camera square-on.,,,,,,,
triss-merigold,8.5,f,white,train,triss-merigold/5.jpg,images/roster/triss-merigold/5.jpg,5.jpg,2026-08-18T11:01:44.674Z,scored,,3.588,6.52,6.52,f,100%,model,
tyson-fury,5.6,m,white,train,tyson-fury/1.jpg,images/roster/tyson-fury/1.jpg,1.jpg,2026-08-18T11:01:44.973Z,refused,This angle is too far off to measure — head turned (~35°); head tilted sideways (~16°). Retake facing the camera square-on.,,,,,,,
tyson-fury,5.6,m,white,train,tyson-fury/2.jpg,images/roster/tyson-fury/2.jpg,2.jpg,2026-08-18T11:01:45.643Z,scored,,2.989,5.85,5.85,m,100%,model,"small/distant face (~107px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head tilted sideways (~17°)) — scored on your override; expect a rougher read."
usain-bolt,7.7,m,black,train,usain-bolt/1.jpg,images/roster/usain-bolt/1.jpg,1.jpg,2026-08-18T11:01:45.950Z,refused,This angle is too far off to measure — head turned (~29°). Retake facing the camera square-on.,,,,,,,
usain-bolt,7.7,m,black,train,usain-bolt/2.jpg,images/roster/usain-bolt/2.jpg,2.jpg,2026-08-18T11:01:46.633Z,scored,,2.965,5.81,5.81,m,100%,model,non-standard framing (head turned (~16°); head tilted sideways (~13°)) — scored on your override; expect a rougher read.
usain-bolt,7.7,m,black,train,usain-bolt/3.jpg,images/roster/usain-bolt/3.jpg,3.jpg,2026-08-18T11:01:46.982Z,scored,,2.560,4.11,4.11,m,89%,model,non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read.
usain-bolt,7.7,m,black,train,usain-bolt/4.jpg,images/roster/usain-bolt/4.jpg,4.jpg,2026-08-18T11:01:47.344Z,refused,This angle is too far off to measure — head turned (~65°); head tilted sideways (~12°). Retake facing the camera square-on.,,,,,,,
valkyrae,8.0,f,mixed,train,valkyrae/1.jpg,images/roster/valkyrae/1.jpg,1.jpg,2026-08-18T11:01:48.064Z,refused,This angle is too far off to measure — head tilted sideways (~27°). Retake facing the camera square-on.,,,,,,,
valkyrae,8.0,f,mixed,train,valkyrae/2.jpg,images/roster/valkyrae/2.jpg,2.jpg,2026-08-18T11:01:48.758Z,scored,,2.334,3.24,3.24,f,100%,model,
valkyrae,8.0,f,mixed,train,valkyrae/5.jpg,images/roster/valkyrae/5.jpg,5.jpg,2026-08-18T11:01:49.061Z,scored,,3.496,6.42,6.42,f,99%,model,non-standard framing (head turned (~18°); head tilted sideways (~20°)) — scored on your override; expect a rougher read.
valkyrae,8.0,f,mixed,train,valkyrae/6.jpg,images/roster/valkyrae/6.jpg,6.jpg,2026-08-18T11:01:49.397Z,scored,,2.920,5.72,5.72,f,100%,model,
valkyrae,8.0,f,mixed,train,valkyrae/7.jpg,images/roster/valkyrae/7.jpg,7.jpg,2026-08-18T11:01:49.728Z,scored,,3.738,6.70,6.70,f,100%,model,
vera-lux,9.0,f,white,holdout,vera-lux/1.jpg,images/roster/vera-lux/1.jpg,1.jpg,2026-08-18T11:01:50.077Z,scored,,3.557,6.48,6.48,f,100%,model,non-standard framing (head turned (~25°); head tilted sideways (~19°)) — scored on your override; expect a rougher read.
vera-lux,9.0,f,white,holdout,vera-lux/2.jpg,images/roster/vera-lux/2.jpg,2.jpg,2026-08-18T11:01:50.407Z,refused,This angle is too far off to measure — head turned (~24°); head tilted sideways (~27°). Retake facing the camera square-on.,,,,,,,
vera-lux,9.0,f,white,holdout,vera-lux/3.jpg,images/roster/vera-lux/3.jpg,3.jpg,2026-08-18T11:01:51.127Z,refused,This angle is too far off to measure — head turned (~28°); head tilted sideways (~12°). Retake facing the camera square-on.,,,,,,,
vera-lux,9.0,f,white,holdout,vera-lux/4.jpg,images/roster/vera-lux/4.jpg,4.jpg,2026-08-18T11:01:51.868Z,scored,,3.428,6.36,6.36,f,100%,model,non-standard framing (head turned (~23°); head tilted sideways (~18°)) — scored on your override; expect a rougher read.
vera-lux,9.0,f,white,holdout,vera-lux/5.jpg,images/roster/vera-lux/5.jpg,5.jpg,2026-08-18T11:01:52.178Z,scored,,3.662,6.60,6.60,f,100%,model,non-standard framing (head turned (~23°); head tilted sideways (~21°)) — scored on your override; expect a rougher read.
victoria-justice,8.5,f,latino,train,victoria-justice/1.jpg,images/roster/victoria-justice/1.jpg,1.jpg,2026-08-18T11:01:52.500Z,scored,,3.043,5.94,5.94,f,100%,model,"small/distant face (~73px of real detail) — score is rougher than a tight, sharp headshot."
victoria-justice,8.5,f,latino,train,victoria-justice/2.jpg,images/roster/victoria-justice/2.jpg,2.jpg,2026-08-18T11:01:52.821Z,scored,,3.572,6.50,6.50,f,100%,model,
victoria-justice,8.5,f,latino,train,victoria-justice/3.jpg,images/roster/victoria-justice/3.jpg,3.jpg,2026-08-18T11:01:53.146Z,scored,,3.143,6.08,6.08,f,100%,model,non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read.
victoria-justice,8.5,f,latino,train,victoria-justice/4.jpg,images/roster/victoria-justice/4.jpg,4.jpg,2026-08-18T11:01:53.489Z,scored,,2.571,4.16,4.16,f,100%,model,non-standard framing (head tilted sideways (~24°)) — scored on your override; expect a rougher read.
victoria-justice,8.5,f,latino,train,victoria-justice/5.jpg,images/roster/victoria-justice/5.jpg,5.jpg,2026-08-18T11:01:53.870Z,refused,This angle is too far off to measure — head turned (~27°); head tilted sideways (~17°). Retake facing the camera square-on.,,,,,,,
whispersred,6.0,f,white,holdout,whispersred/2.jpg,images/roster/whispersred/2.jpg,2.jpg,2026-08-18T11:01:54.579Z,scored,,3.517,6.44,6.44,f,100%,model,non-standard framing (head turned (~18°); head tilted sideways (~16°)) — scored on your override; expect a rougher read.
whispersred,6.0,f,white,holdout,whispersred/4.jpg,images/roster/whispersred/4.jpg,4.jpg,2026-08-18T11:01:54.890Z,scored,,3.856,6.89,6.89,f,100%,model,non-standard framing (head turned (~20°); head tilted sideways (~14°)) — scored on your override; expect a rougher read.
whoopi-goldberg,3.5,f,black,validation,whoopi-goldberg/2.jpg,images/roster/whoopi-goldberg/2.jpg,2.jpg,2026-08-18T11:01:55.209Z,scored,,1.579,1.70,1.70,f,96%,model,
whoopi-goldberg,3.5,f,black,validation,whoopi-goldberg/3.jpg,images/roster/whoopi-goldberg/3.jpg,3.jpg,2026-08-18T11:01:55.543Z,scored,,2.572,4.16,4.16,f,67%,model,non-standard framing (head turned (~20°)) — scored on your override; expect a rougher read.
whoopi-goldberg,3.5,f,black,validation,whoopi-goldberg/4.jpg,images/roster/whoopi-goldberg/4.jpg,4.jpg,2026-08-18T11:01:55.878Z,scored,,2.514,3.92,3.92,f,86%,model,
whoopi-goldberg,3.5,f,black,validation,whoopi-goldberg/5.jpg,images/roster/whoopi-goldberg/5.jpg,5.jpg,2026-08-18T11:01:56.195Z,scored,,1.826,2.05,2.05,f,96%,model,
whoopi-goldberg,3.5,f,black,validation,whoopi-goldberg/6.jpg,images/roster/whoopi-goldberg/6.jpg,6.jpg,2026-08-18T11:01:56.495Z,scored,,2.622,4.37,4.37,f,99%,model,
will-smith,8.3,m,black,train,will-smith/1.jpg,images/roster/will-smith/1.jpg,1.jpg,2026-08-18T11:01:56.811Z,refused,This angle is too far off to measure — head turned (~29°). Retake facing the camera square-on.,,,,,,,
will-smith,8.3,m,black,train,will-smith/2.jpg,images/roster/will-smith/2.jpg,2.jpg,2026-08-18T11:01:57.548Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
will-smith,8.3,m,black,train,will-smith/3.jpg,images/roster/will-smith/3.jpg,3.jpg,2026-08-18T11:01:58.249Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
will-smith,8.3,m,black,train,will-smith/4.jpg,images/roster/will-smith/4.jpg,4.jpg,2026-08-18T11:01:58.977Z,scored,,2.624,4.38,4.38,m,99%,model,
xqc,5.4,m,white,train,xqc/1.jpg,images/roster/xqc/1.jpg,1.jpg,2026-08-18T11:01:59.305Z,scored,,3.728,6.68,6.68,m,100%,model,"small/distant face (~107px of real detail) — score is rougher than a tight, sharp headshot."
xqc,5.4,m,white,train,xqc/2.jpg,images/roster/xqc/2.jpg,2.jpg,2026-08-18T11:01:59.652Z,refused,This angle is too far off to measure — head turned (~27°); head tilted sideways (~29°). Retake facing the camera square-on.,,,,,,,
zayn-malik,8.5,m,mixed,validation,zayn-malik/1.jpg,images/roster/zayn-malik/1.jpg,1.jpg,2026-08-18T11:02:00.362Z,scored,,4.415,9.02,9.02,m,100%,model,
zayn-malik,8.5,m,mixed,validation,zayn-malik/2.jpg,images/roster/zayn-malik/2.jpg,2.jpg,2026-08-18T11:02:00.670Z,scored,,4.287,8.50,8.50,m,100%,model,
zayn-malik,8.5,m,mixed,validation,zayn-malik/3.jpg,images/roster/zayn-malik/3.jpg,3.jpg,2026-08-18T11:02:01.001Z,scored,,3.752,6.72,6.72,m,100%,model,
zayn-malik,8.5,m,mixed,validation,zayn-malik/4.jpg,images/roster/zayn-malik/4.jpg,4.jpg,2026-08-18T11:02:01.344Z,scored,,4.049,7.44,7.44,m,100%,model,
zayn-malik,8.5,m,mixed,validation,zayn-malik/5.jpg,images/roster/zayn-malik/5.jpg,5.jpg,2026-08-18T11:02:01.711Z,scored,,4.120,7.69,7.69,m,100%,model,
zendaya,9.0,f,mixed,train,zendaya/2.jpg,images/roster/zendaya/2.jpg,2.jpg,2026-08-18T11:02:02.050Z,refused,This angle is too far off to measure — head turned (~34°); head tilted sideways (~22°). Retake facing the camera square-on.,,,,,,,
zendaya,9.0,f,mixed,train,zendaya/3.jpg,images/roster/zendaya/3.jpg,3.jpg,2026-08-18T11:02:02.742Z,scored,,3.176,6.11,6.11,f,100%,model,
zendaya,9.0,f,mixed,train,zendaya/4.jpg,images/roster/zendaya/4.jpg,4.jpg,2026-08-18T11:02:03.067Z,scored,,2.868,5.58,5.58,f,100%,model,
zendaya,9.0,f,mixed,train,zendaya/5.jpg,images/roster/zendaya/5.jpg,5.jpg,2026-08-18T11:02:03.386Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
zendaya,9.0,f,mixed,train,zendaya/6.jpg,images/roster/zendaya/6.jpg,6.jpg,2026-08-18T11:02:04.097Z,scored,,3.688,6.63,6.63,f,100%,model,
